1	0	a	I
1	0	a	längden
1	0	a	torde
1	0	a	få
1	0	a	moderna
1	0	a	par
1	0	a	överleva
1	0	a	om
1	0	a	en
1	0	a	part
1	0	a	bara
1	0	a	lever
1	0	a	i
1	0	a	den
1	0	a	lilla
1	0	a	­världen
1	0	a	och
1	0	a	den
1	0	a	andra
1	0	a	i
1	0	a	den
1	0	a	stora
1	0	a	.
1	PER	a	Gunhild
1	PER	a	Westman
1	0	a	,
1	0	a	tidigare
1	0	a	lektor
1	0	a	i
1	0	a	pedagogik
1	0	a	vid
1	ORG	a	Uppsala
1	ORG	a	universitet
1	0	a	och
1	0	a	som
1	0	a	forskat
1	0	a	på
1	0	a	barns
1	0	a	lek
1	0	a	,
1	0	a	anser
1	0	a	att
1	0	a	naturlig
1	0	a	lek
1	0	a	är
1	0	a	avgörande
1	0	a	för
1	0	a	barns
1	0	a	utveckling
1	0	a	.
1	0	a	Det
1	0	a	svenska
1	0	a	laget
1	0	a	fastnade
1	0	a	hela
1	0	a	tiden
1	0	a	i
1	0	a	deras
1	0	a	försvarsmur
1	0	a	.
1	PER	a	Margaretha
1	PER	a	Fahlgren
1	0	a	,
1	0	a	professor
1	0	a	i
1	0	a	litteraturvetenskap
1	0	a	,
1	0	a	vice-rektor
1	ORG	a	Uppsala
1	ORG	a	universitet
1	0	a	.
1	0	a	År
1	0	a	2003
1	0	a	omkom
1	0	a	31.000
1	0	a	människor
1	0	a	i
1	0	a	ett
1	0	a	skalv
1	0	a	som
1	0	a	skakade
1	0	a	staden
1	LOC	a	Bam
1	0	a	i
1	0	a	södra
1	0	a	delen
1	0	a	av
1	0	a	landet
1	0	a	.
1	0	a	Det
1	0	a	gick
1	0	a	väldigt
1	0	a	snabbt
1	0	a	och
1	0	a	det
1	0	a	blev
1	0	a	en
1	0	a	liten
1	0	a	tjej
1	0	a	.
1	0	a	Serben
1	0	a	missade
1	0	a	en
1	0	a	tv-intervju
1	0	a	efter
1	0	a	matchen
1	0	a	och
1	0	a	fick
1	0	a	i
1	0	a	stället
1	0	a	ägna
1	0	a	sig
1	0	a	åt
1	0	a	att
1	0	a	bli
1	0	a	behandlad
1	0	a	för
1	0	a	skadan
1	0	a	.
1	0	a	Han
1	0	a	har
1	0	a	varit
1	0	a	ordförande
1	0	a	sedan
1	0	a	2005
1	0	a	.
1	0	a	Är
1	0	a	detta
1	0	a	riktigt
1	0	a	idag
1	0	a	,
1	0	a	har
1	0	a	det
1	0	a	varit
1	0	a	riktigt
1	0	a	tidigare
1	0	a	eller
1	0	a	är
1	0	a	det
1	0	a	en
1	0	a	utländsk
1	0	a	sedvänja
1	0	a	?
1	0	a	Pjäsen
1	0	a	upptäcktes
1	0	a	när
1	0	a	forskare
1	0	a	gick
1	0	a	igenom
1	PER	a	Burgess
1	0	a	privata
1	0	a	arkiv
1	0	a	.
1	0	a	Vad
1	0	a	är
1	0	a	ditt
1	0	a	bästa
1	0	a	tips
1	0	a	på
1	0	a	julmat
1	0	a	till
1	0	a	en
1	0	a	vegan
1	0	a	?
1	0	a	Ingen
1	0	a	skadades
1	0	a	.
1	0	a	Tidigare
1	0	a	i
1	0	a	år
1	0	a	utsåg
1	0	a	den
1	0	a	franska
1	0	a	matguiden
1	0	a	Ga
1	0	a	...
1	0	a	De
1	0	a	upphör
1	0	a	nästa
1	0	a	år
1	0	a	för
1	0	a	dem
1	0	a	som
